treatmentId	Name_MSW3	Name_HMW	Name_BatNames	Name_MDD	Name_IUCN	Name_BatNames_2023
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1277.tsv	Rhinolophus mehelyi	Rhinolophus mehelyi	Rhinolophus mehelyi	Rhinolophus mehelyi	Rhinolophus mehelyi	Rhinolophus mehelyi
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1278.tsv		Rhinolophus microglobosus	Rhinolophus microglobosus	Rhinolophus microglobosus	Rhinolophus microglobosus	Rhinolophus microglobosus
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1279.tsv	Rhinolophus mitratus	Rhinolophus mitratus	Rhinolophus mitratus	Rhinolophus mitratus	Rhinolophus mitratus	Rhinolophus mitratus
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L128.tsv	Chalinolobus tuberculatus	Chalinolobus tuberculatus	Chalinolobus tuberculatus	Chalinolobus tuberculatus	Chalinolobus tuberculatus	Chalinolobus tuberculatus
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1280.tsv	Rhinolophus monoceros	Rhinolophus monoceros	Rhinolophus monoceros	Rhinolophus monoceros		Rhinolophus monoceros
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1281.tsv	Rhinolophus montanus	Rhinolophus montanus	Rhinolophus montanus	Rhinolophus montanus	Rhinolophus montanus	Rhinolophus montanus
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1282.tsv		Rhinolophus monticolus	synonym of Rhinolophus lepidus	Rhinolophus monticolus*		
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1283.tsv		Rhinolophus morio	Rhinolophus morio	Rhinolophus morio		Rhinolophus morio
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1284.tsv		Rhinolophus mossambicus	Rhinolophus mossambicus	Rhinolophus mossambicus	Rhinolophus mossambicus	Rhinolophus mossambicus
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1285.tsv	Rhinolophus nereis	Rhinolophus nereis	Rhinolophus nereis	Rhinolophus nereis	Rhinolophus nereis	Rhinolophus nereis
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1286.tsv		Rhinolophus nippon	Rhinolophus nippon	Rhinolophus nippon		Rhinolophus nippon
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1287.tsv	Rhinolophus adami	Rhinolophus odami	Rhinolophus adami	Rhinolophus adami	Rhinolophus adami	Rhinolophus adami
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1288.tsv	Rhinolophus osgoodi	Rhinolophus osgoodi	Rhinolophus osgoodi	Rhinolophus osgoodi	Rhinolophus osgoodi	Rhinolophus osgoodi
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1289.tsv	Rhinolophus pearsonii	Rhinolophus pearsonii	Rhinolophus pearsonii	Rhinolophus pearsonii	Rhinolophus pearsonii	Rhinolophus pearsonii
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L129.tsv	Cheiromeles parvidens	Cheiromeles parvidens	Cheiromeles parvidens	Cheiromeles parvidens	Cheiromeles parvidens	Cheiromeles parvidens
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1290.tsv	Rhinolophus imaizumii	Rhinolophus perditus	Rhinolophus perditus	Rhinolophus perditus	Rhinolophus perditus	Rhinolophus perditus
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1291.tsv		Rhinolophus perditus imaizumii	Rhinolophus imaizumii	Rhinolophus imaizumii		Rhinolophus imaizumii
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1292.tsv		Rhinolophus perniger	Rhinolophus luctus perniger	Rhinolophus perniger		Rhinolophus luctus
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1293.tsv	Rhinolophus philippinensis	Rhinolophus philippinensis	Rhinolophus philippinensis	Rhinolophus philippinensis	Rhinolophus philippinensis	Rhinolophus philippinensis
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1294.tsv		Rhinolophus proconsulis	Rhinolophus proconsulis	Rhinolophus proconsulis	Rhinolophus proconsulis	Rhinolophus proconsulis
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1295.tsv	Rhinolophus pumilus	Rhinolophus pumilus	Rhinolophus pumilus	Rhinolophus pumilus		Rhinolophus pumilus
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1296.tsv	Rhinolophus pusillus	Rhinolophus pusillus	Rhinolophus pusillus	Rhinolophus pusillus	Rhinolophus pusillus	Rhinolophus pusillus
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1297.tsv		Rhinolophus refulgens	Rhinolophus refulgens	Rhinolophus refulgens		Rhinolophus refulgens
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1298.tsv	Rhinolophus rex	Rhinolophus rex	Rhinolophus rex	Rhinolophus rex	Rhinolophus rex	Rhinolophus rex
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1299.tsv	Rhinolophus paradoxolophus	Rhinolophus rex paradoxolophus	synonym of Rhinolophus rex	synonym of Rhinolophus rex	Rhinolophus paradoxolophus	
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L13.tsv		Anoura aequatoris	synonym of Anoura caudifer	Anoura aequatoris	Anoura aequatoris	
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L130.tsv	Cheiromeles torquatus	Cheiromeles torquatus	Cheiromeles torquatus	Cheiromeles torquatus	Cheiromeles torquatus	Cheiromeles torquatus
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1300.tsv		Rhinolophus rhodesiae	Rhinolophus rhodesiae	synonym of Rhinolophus simulator		Rhinolophus rhodesiae
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1301.tsv	Rhinolophus robinsoni	Rhinolophus robinsoni	Rhinolophus robinsoni	Rhinolophus robinsoni	Rhinolophus robinsoni	Rhinolophus robinsoni
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1302.tsv	Rhinolophus rouxii	Rhinolophus rouxii	Rhinolophus rouxii	Rhinolophus rouxii	Rhinolophus rouxii	Rhinolophus rouxii
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1303.tsv		nomen nudum of Rhinolophus rouxii	synonym of Rhinolophus rouxii	synonym of Rhinolophus rouxii	Rhinolophus indorouxii	
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1304.tsv	Rhinolophus rufus	Rhinolophus rufus	Rhinolophus rufus	Rhinolophus rufus	Rhinolophus rufus	Rhinolophus rufus
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1305.tsv	Rhinolophus ruwenzorii	Rhinolophus ruwenzorii	Rhinolophus ruwenzorii	Rhinolophus ruwenzorii	Rhinolophus ruwenzorii	Rhinolophus ruwenzorii
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1306.tsv		Rhinolophus sakejiensis	Rhinolophus sakejiensis	Rhinolophus sakejiensis	Rhinolophus schnitzleri	Rhinolophus sakejiensis
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1307.tsv	Rhinolophus sakejiensis	Rhinolophus schnitzleri	Rhinolophus schnitzleri	Rhinolophus schnitzleri	Rhinolophus sakejiensis	Rhinolophus schnitzleri
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1308.tsv		N/A	Rhinolophus yonghoiseni	Rhinolophus yonghoiseni		Rhinolophus yonghoiseni
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1309.tsv	Rhinolophus sedulus	Rhinolophus sedulus	Rhinolophus sedulus	Rhinolophus sedulus	Rhinolophus sedulus	Rhinolophus sedulus
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L131.tsv		Chilonatalus macer	Chilonatalus macer	Chilonatalus macer	Chilonatalus macer	Chilonatalus macer
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1310.tsv	Rhinolophus shameli	Rhinolophus shameli	Rhinolophus shameli	Rhinolophus shameli	Rhinolophus shameli	Rhinolophus shameli
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1311.tsv	Rhinolophus shortridgei	Rhinolophus shortridgei	Rhinolophus shortridgei	Rhinolophus shortridgei	Rhinolophus shortridgei	Rhinolophus shortridgei
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1312.tsv	Rhinolophus siamensis	Rhinolophus siamensis	Rhinolophus siamensis	Rhinolophus siamensis	Rhinolophus siamensis	Rhinolophus siamensis
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1313.tsv	N/A	synonym of Rhinolophus siamensis	synonym of Rhinolophus siamensis	synonym of Rhinolophus siamensis	Rhinolophus huananus	
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1314.tsv	Rhinolophus silvestris	Rhinolophus silvestris	Rhinolophus silvestris	Rhinolophus silvestris	Rhinolophus silvestris	Rhinolophus silvestris
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1315.tsv	Rhinolophus simulator	Rhinolophus simulator	Rhinolophus simulator	Rhinolophus simulator	Rhinolophus simulator	Rhinolophus simulator
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1316.tsv		Rhinolophus sinicus septentrionalis	Rhinolophus septentrionalis	synonym of Rhinolophus sinicus		Rhinolophus septentrionalis
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1317.tsv	Rhinolophus sinicus	Rhinolophus sinicus	Rhinolophus sinicus	Rhinolophus sinicus	Rhinolophus sinicus	Rhinolophus sinicus
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1318.tsv		Rhinolophus smithersi	Rhinolophus smithersi	synonym of Rhinolophus hildebrandtii	Rhinolophus smithersi	Rhinolophus smithersi
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1319.tsv	Rhinolophus stheno	Rhinolophus stheno	Rhinolophus stheno	Rhinolophus stheno	Rhinolophus stheno	Rhinolophus stheno
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L132.tsv	Chilonatalus micropus	Chilonatalus micropus	Chilonatalus micropus	Chilonatalus micropus	Chilonatalus micropus	Chilonatalus micropus
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1320.tsv	Rhinolophus subbadius	Rhinolophus subbadius	Rhinolophus subbadius	Rhinolophus subbadius	Rhinolophus subbadius	Rhinolophus subbadius
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1321.tsv	Rhinolophus subrufus	Rhinolophus subrufus	Rhinolophus subrufus	Rhinolophus subrufus	Rhinolophus subrufus	Rhinolophus subrufus
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1322.tsv	Rhinolophus swinnyi	Rhinolophus swinnyi	Rhinolophus swinnyi	Rhinolophus swinnyi	Rhinolophus swinnyi	Rhinolophus swinnyi
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1323.tsv		Rhinolophus tatar	Rhinolophus tatar	Rhinolophus tatar	Rhinolophus tatar	Rhinolophus tatar
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1324.tsv		Rhinolophus thailandensis	Rhinolophus thailandensis	Rhinolophus thailandensis	Rhinolophus thailandensis	Rhinolophus thailandensis
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1325.tsv	Rhinolophus thomasi	Rhinolophus thomasi	Rhinolophus thomasi	Rhinolophus thomasi	Rhinolophus thomasi	Rhinolophus thomasi
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1326.tsv	Rhinolophus trifoliatus	Rhinolophus trifoliatus	Rhinolophus trifoliatus	Rhinolophus trifoliatus	Rhinolophus trifoliatus	Rhinolophus trifoliatus
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1327.tsv	Rhinolophus virgo	Rhinolophus virgo	Rhinolophus virgo	Rhinolophus virgo	Rhinolophus virgo	Rhinolophus virgo
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1328.tsv		Rhinolophus willardi	Rhinolophus willardi	Rhinolophus willardi	Rhinolophus willardi	Rhinolophus willardi
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1329.tsv		Rhinolophus xinanzhongguoensis	Rhinolophus xinanzhongguoensis	Rhinolophus xinanzhongguoensis	Rhinolophus xinanzhongguoensis	Rhinolophus xinanzhongguoensis
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L133.tsv	Chilonatalus tumidifrons	Chilonatalus tumidifrons	Chilonatalus tumidifrons	Chilonatalus tumidifrons	Chilonatalus tumidifrons	Chilonatalus tumidifrons
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1330.tsv	Rhinolophus yunanensis	Rhinolophus yunanensis	Rhinolophus yunanensis	Rhinolophus yunanensis	Rhinolophus yunanensis	Rhinolophus yunanensis
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1331.tsv	Rhinolophus ziama	Rhinolophus ziama	Rhinolophus ziama	Rhinolophus ziama	Rhinolophus ziama	Rhinolophus ziama
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1332.tsv	Rhinonicteris aurantia	Rhinonicteris aurantia	Rhinonicteris aurantia	Rhinonicteris aurantia	Rhinonicteris aurantia	Rhinonicteris aurantia
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1333.tsv	Rhinophylla alethina	Rhinophylla alethina	Rhinophylla alethina	Rhinophylla alethina	Rhinophylla alethina	Rhinophylla alethina
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1334.tsv	Rhinophylla fischerae	Rhinophylla fischerae	Rhinophylla fischerae	Rhinophylla fischerae	Rhinophylla fischerae	Rhinophylla fischerae
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1335.tsv	Rhinophylla pumilio	Rhinophylla pumilio	Rhinophylla pumilio	Rhinophylla pumilio	Rhinophylla pumilio	Rhinophylla pumilio
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1336.tsv		Rhinopoma cystops	Rhinopoma cystops	Rhinopoma cystops	Rhinopoma cystops	Rhinopoma cystops
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1337.tsv		Rhinopoma hadramauticum	Rhinopoma hadramauticum	Rhinopoma hadramauticum	Rhinopoma hadramauticum	Rhinopoma hadramauticum
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1338.tsv	Rhinopoma hardwickii	Rhinopoma hardwickii	Rhinopoma hardwickii	Rhinopoma hardwickii	Rhinopoma hardwickii	Rhinopoma hardwickii
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1339.tsv	Rhinopoma macinnesi	Rhinopoma macinnesi	Rhinopoma macinnesi	Rhinopoma macinnesi	Rhinopoma macinnesi	Rhinopoma macinnesi
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L134.tsv	Chiroderma doriae	Chiroderma doriae	Chiroderma doriae	Chiroderma doriae	Chiroderma doriae	Chiroderma doriae
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1340.tsv	Rhinopoma microphyllum	Rhinopoma microphyllum	Rhinopoma microphyllum	Rhinopoma microphyllum	Rhinopoma microphyllum	Rhinopoma microphyllum
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1341.tsv	Rhinopoma muscatellum	Rhinopoma muscatellum	Rhinopoma muscatellum	Rhinopoma muscatellum	Rhinopoma muscatellum	Rhinopoma muscatellum
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1342.tsv	Rhogeessa aeneus	Rhogeessa aenea	Rhogeessa aenea	Rhogeessa aenea		Rhogeessa aenea
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1343.tsv	Rhogeessa alleni	Rhogeessa alleni	Baeodon alleni	Rhogeessa alleni	Baeodon alleni	Baeodon alleni
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1344.tsv		Rhogeessa bickhami	Rhogeessa bickhami	Rhogeessa bickhami	Rhogeessa bickhami	Rhogeessa bickhami
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1345.tsv	Rhogeessa genowaysi	Rhogeessa genowaysi	Rhogeessa genowaysi	Rhogeessa genowaysi	Rhogeessa genowaysi	Rhogeessa genowaysi
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1346.tsv	Rhogeessa gracilis	Rhogeessa gracilis	Baeodon gracilis	Rhogeessa gracilis	Baeodon gracilis	Baeodon gracilis
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1347.tsv	Rhogeessa hussoni	Rhogeessa hussoni	Rhogeessa hussoni	Rhogeessa hussoni	Rhogeessa hussoni	Rhogeessa hussoni
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1348.tsv	Rhogeessa io	Rhogeessa io	Rhogeessa io	Rhogeessa io	Rhogeessa io	Rhogeessa io
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1349.tsv		N/A	Rhogeessa permutandis	Rhogeessa permutandis		Rhogeessa permutandis
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L135.tsv	Chiroderma improvisum	Chiroderma improvisum	Chiroderma improvisum	Chiroderma improvisum	Chiroderma improvisum	Chiroderma improvisum
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1350.tsv		Rhogeessa menchuae	Rhogeessa menchuae	Rhogeessa menchuae	Rhogeessa menchuae	Rhogeessa menchuae
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1351.tsv	Rhogeessa minutilla	Rhogeessa minutilla	Rhogeessa minutilla	Rhogeessa minutilla	Rhogeessa minutilla	Rhogeessa minutilla
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1352.tsv	Rhogeessa mira	Rhogeessa mira	Rhogeessa mira	Rhogeessa mira	Rhogeessa mira	Rhogeessa mira
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1353.tsv	Rhogeessa parvula	Rhogeessa parvula	Rhogeessa parvula	Rhogeessa parvula	Rhogeessa parvula	Rhogeessa parvula
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1354.tsv	Rhogeessa tumida	Rhogeessa tumida	Rhogeessa tumida	Rhogeessa tumida	Rhogeessa tumida	Rhogeessa tumida
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1355.tsv		Rhogeessa velilla	Rhogeessa velilla	Rhogeessa velilla	Rhogeessa velilla	Rhogeessa velilla
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1356.tsv	Rhynchonycteris naso	Rhynchonycteris naso	Rhynchonycteris naso	Rhynchonycteris naso	Rhynchonycteris naso	Rhynchonycteris naso
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1357.tsv	Eptesicus nasutus	Rhyneptesicus nasutus	Rhyneptesicus nasutus	Rhyneptesicus nasutus	Rhyneptesicus nasutus	Rhyneptesicus nasutus
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1358.tsv	Rousettus aegyptiacus	Rousettus aegyptiacus	Rousettus aegyptiacus	Rousettus aegyptiacus	Rousettus aegyptiacus	Rousettus aegyptiacus
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1359.tsv	Rousettus amplexicaudatus	Rousettus amplexicaudatus	Rousettus amplexicaudatus	Rousettus amplexicaudatus	Rousettus amplexicaudatus	Rousettus amplexicaudatus
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L136.tsv		Chiroderma salvini scopaeum	Chiroderma scopaeum	Chiroderma scopaeum		Chiroderma scopaeum
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1360.tsv	Rousettus celebensis	Rousettus celebensis	Pilonycteris celebensis	Pilonycteris celebensis	Rousettus celebensis	Pilonycteris celebensis
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1361.tsv	Rousettus leschenaultii	Rousettus leschenaultii	Rousettus leschenaultii	Rousettus leschenaultii	Rousettus leschenaultii	Rousettus leschenaultii
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1362.tsv	Rousettus linduensis	Rousettus linduensis	Rousettus linduensis	Rousettus linduensis	Rousettus linduensis	Rousettus linduensis
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1363.tsv	Rousettus madagascariensis	Rousettus madagascariensis	Rousettus madagascariensis	Rousettus madagascariensis	Rousettus madagascariensis	Rousettus madagascariensis
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1364.tsv	Rousettus obliviosus	Rousettus obliviosus	Rousettus obliviosus	Rousettus obliviosus	Rousettus obliviosus	Rousettus obliviosus
https://linker.bio/line:hash://sha256/981b8f9ece76eb4418fe82e8dfa077165943fe1d63103fa4a25f21a2d7881e75!/L1,L1365.tsv	Rousettus spinalatus	Rousettus spinalatus	Rousettus spinalatus	Rousettus spinalatus	Rousettus spinalatus	Rousettus spinalatus
